(131.25 375), (140.625 384.375)
(112.5 356.25), (131.25 375)
(131.25 365.625), (140.625 375)
(112.5 375), (131.25 393.75)
(140.625 375), (150 384.375)
(131.25 384.375), (140.625 393.75)
(140.625 384.375), (150 393.75)
