(403.125 9.375), (412.5 18.75)
(393.75 0), (403.125 9.375)
(403.125 0), (412.5 9.375)
(393.75 9.375), (403.125 18.75)
(403.125 18.75), (412.5 28.125)
(412.5 9.375), (421.875 18.75)
(412.5 18.75), (431.25 37.5)
