(337.5 562.5), (356.25 581.25)
(300 525), (337.5 562.5)
(337.5 543.75), (356.25 562.5)
(318.75 562.5), (337.5 581.25)
(356.25 562.5), (365.625 571.875)
(356.25 571.875), (365.625 581.25)
(346.875 581.25), (356.25 590.625)
(356.25 581.25), (365.625 590.625)
