(150 478.125), (159.375 487.5)
(140.625 468.75), (150 478.125)
(140.625 478.125), (150 487.5)
(150 468.75), (159.375 478.125)
(159.375 478.125), (168.75 487.5)
(150 487.5), (159.375 496.875)
(159.375 487.5), (168.75 496.875)
