(9.375 581.25), (18.75 590.625)
(0 571.875), (9.375 581.25)
(9.375 571.875), (18.75 581.25)
(0 581.25), (9.375 590.625)
(9.375 590.625), (18.75 600)
(18.75 581.25), (28.125 590.625)
(18.75 590.625), (28.125 600)
