(375 309.375), (384.375 318.75)
(365.625 300), (375 309.375)
(365.625 309.375), (375 318.75)
(375 300), (384.375 309.375)
(384.375 309.375), (393.75 318.75)
(375 318.75), (393.75 337.5)
