(112.5 337.5), (131.25 356.25)
(75 300), (112.5 337.5)
(112.5 318.75), (131.25 337.5)
(75 337.5), (112.5 375)
(131.25 337.5), (140.625 346.875)
(131.25 346.875), (140.625 356.25)
(112.5 356.25), (131.25 375)
(131.25 356.25), (140.625 365.625)
