(18.75 562.5), (37.5 581.25)
(9.375 553.125), (18.75 562.5)
(18.75 543.75), (37.5 562.5)
(9.375 562.5), (18.75 571.875)
(9.375 571.875), (18.75 581.25)
(28.125 581.25), (37.5 590.625)
(37.5 562.5), (56.25 581.25)
(37.5 581.25), (46.875 590.625)
