(393.75 9.375), (403.125 18.75)
(384.375 0), (393.75 9.375)
(384.375 9.375), (393.75 18.75)
(393.75 0), (403.125 9.375)
(403.125 9.375), (412.5 18.75)
(393.75 18.75), (403.125 28.125)
(403.125 18.75), (412.5 28.125)
