(159.375 440.625), (168.75 450)
(150 431.25), (159.375 440.625)
(159.375 431.25), (168.75 440.625)
(150 440.625), (159.375 450)
(168.75 431.25), (187.5 450)
(159.375 450), (168.75 459.375)
(168.75 450), (187.5 468.75)
