(562.5 225), (581.25 243.75)
(525 187.5), (562.5 225)
(562.5 206.25), (581.25 225)
(525 225), (562.5 262.5)
(581.25 225), (590.625 234.375)
(581.25 234.375), (590.625 243.75)
(562.5 243.75), (581.25 262.5)
(581.25 243.75), (590.625 253.125)
