(196.875 131.25), (206.25 140.625)
(187.5 112.5), (206.25 131.25)
(187.5 131.25), (196.875 140.625)
(196.875 140.625), (206.25 150)
(206.25 131.25), (215.625 140.625)
(206.25 140.625), (215.625 150)
