(543.75 421.875), (553.125 431.25)
(534.375 412.5), (543.75 421.875)
(534.375 421.875), (543.75 431.25)
(543.75 412.5), (553.125 421.875)
(553.125 421.875), (562.5 431.25)
(543.75 431.25), (562.5 450)
