(159.375 318.75), (168.75 328.125)
(150 309.375), (159.375 318.75)
(159.375 309.375), (168.75 318.75)
(150 318.75), (159.375 328.125)
(159.375 328.125), (168.75 337.5)
(168.75 318.75), (187.5 337.5)
