(140.625 290.625), (150 300)
(131.25 281.25), (140.625 290.625)
(140.625 281.25), (150 290.625)
(131.25 290.625), (140.625 300)
(150 290.625), (159.375 300)
(140.625 300), (150 309.375)
(150 300), (159.375 309.375)
