(168.75 112.5), (187.5 131.25)
(150 75), (187.5 112.5)
(150 112.5), (168.75 131.25)
(178.125 131.25), (187.5 140.625)
(187.5 112.5), (206.25 131.25)
(187.5 131.25), (196.875 140.625)
