(9.375 234.375), (18.75 243.75)
(0 225), (9.375 234.375)
(9.375 225), (18.75 234.375)
(0 234.375), (9.375 243.75)
(18.75 225), (37.5 243.75)
(9.375 243.75), (18.75 253.125)
(18.75 243.75), (37.5 262.5)
