(131.25 281.25), (140.625 290.625)
(112.5 262.5), (131.25 281.25)
(131.25 262.5), (150 281.25)
(112.5 281.25), (131.25 300)
(140.625 281.25), (150 290.625)
(131.25 290.625), (140.625 300)
(140.625 290.625), (150 300)
