(9.375 459.375), (18.75 468.75)
(0 450), (9.375 459.375)
(9.375 450), (18.75 459.375)
(0 459.375), (9.375 468.75)
(18.75 450), (37.5 468.75)
(9.375 468.75), (18.75 478.125)
(18.75 468.75), (37.5 487.5)
