(393.75 206.25), (403.125 215.625)
(384.375 196.875), (393.75 206.25)
(393.75 196.875), (403.125 206.25)
(384.375 206.25), (393.75 215.625)
(403.125 206.25), (412.5 215.625)
(393.75 215.625), (403.125 225)
(403.125 215.625), (412.5 225)
