(403.125 103.125), (412.5 112.5)
(393.75 93.75), (403.125 103.125)
(403.125 93.75), (412.5 103.125)
(393.75 103.125), (403.125 112.5)
(412.5 75), (450 112.5)
(403.125 112.5), (412.5 121.875)
(412.5 112.5), (450 150)
