(393.75 318.75), (412.5 337.5)
(384.375 309.375), (393.75 318.75)
(393.75 300), (412.5 318.75)
(375 318.75), (393.75 337.5)
(412.5 300), (450 337.5)
(375 337.5), (412.5 375)
(412.5 337.5), (450 375)
