(375 581.25), (384.375 590.625)
(365.625 571.875), (375 581.25)
(365.625 581.25), (375 590.625)
(375 562.5), (393.75 581.25)
(384.375 581.25), (393.75 590.625)
(375 590.625), (384.375 600)
(384.375 590.625), (393.75 600)
