(581.25 543.75), (590.625 553.125)
(562.5 525), (581.25 543.75)
(581.25 534.375), (590.625 543.75)
(562.5 543.75), (581.25 562.5)
(590.625 543.75), (600 553.125)
(581.25 553.125), (590.625 562.5)
(590.625 553.125), (600 562.5)
