(543.75 412.5), (553.125 421.875)
(525 375), (562.5 412.5)
(534.375 412.5), (543.75 421.875)
(553.125 412.5), (562.5 421.875)
(543.75 421.875), (553.125 431.25)
(553.125 421.875), (562.5 431.25)
