(112.5 412.5), (131.25 431.25)
(75 375), (112.5 412.5)
(112.5 393.75), (131.25 412.5)
(75 412.5), (112.5 450)
(131.25 412.5), (140.625 421.875)
(131.25 421.875), (140.625 431.25)
(112.5 431.25), (131.25 450)
(131.25 431.25), (140.625 440.625)
