(9.375 9.375), (18.75 18.75)
(0 0), (9.375 9.375)
(9.375 0), (18.75 9.375)
(0 9.375), (9.375 18.75)
(18.75 9.375), (28.125 18.75)
(9.375 18.75), (18.75 28.125)
(18.75 18.75), (37.5 37.5)
