(18.75 450), (37.5 468.75)
(9.375 440.625), (18.75 450)
(18.75 431.25), (37.5 450)
(9.375 450), (18.75 459.375)
(9.375 459.375), (18.75 468.75)
(18.75 468.75), (37.5 487.5)
(37.5 450), (75 487.5)
