(393.75 562.5), (412.5 581.25)
(375 525), (412.5 562.5)
(375 562.5), (393.75 581.25)
(403.125 581.25), (412.5 590.625)
(412.5 562.5), (431.25 581.25)
(412.5 581.25), (421.875 590.625)
