(150 300), (159.375 309.375)
(140.625 290.625), (150 300)
(150 290.625), (159.375 300)
(140.625 300), (150 309.375)
(159.375 300), (168.75 309.375)
(150 309.375), (159.375 318.75)
(159.375 309.375), (168.75 318.75)
