(140.625 506.25), (150 515.625)
(131.25 496.875), (140.625 506.25)
(140.625 496.875), (150 506.25)
(131.25 506.25), (140.625 515.625)
(140.625 515.625), (150 525)
(150 506.25), (159.375 515.625)
(150 515.625), (159.375 525)
