(290.625 581.25), (300 590.625)
(281.25 562.5), (300 581.25)
(281.25 581.25), (290.625 590.625)
(290.625 590.625), (300 600)
(300 581.25), (309.375 590.625)
(300 590.625), (309.375 600)
