(403.125 131.25), (412.5 140.625)
(393.75 121.875), (403.125 131.25)
(403.125 121.875), (412.5 131.25)
(393.75 131.25), (403.125 140.625)
(403.125 140.625), (412.5 150)
(412.5 112.5), (450 150)
