(18.75 543.75), (37.5 562.5)
(9.375 534.375), (18.75 543.75)
(18.75 525), (37.5 543.75)
(9.375 543.75), (18.75 553.125)
(9.375 553.125), (18.75 562.5)
(37.5 525), (75 562.5)
(18.75 562.5), (37.5 581.25)
(37.5 562.5), (56.25 581.25)
