(150 506.25), (159.375 515.625)
(140.625 496.875), (150 506.25)
(140.625 506.25), (150 515.625)
(150 496.875), (159.375 506.25)
(159.375 506.25), (168.75 515.625)
(150 515.625), (159.375 525)
(159.375 515.625), (168.75 525)
