(581.25 28.125), (590.625 37.5)
(562.5 18.75), (581.25 37.5)
(581.25 18.75), (590.625 28.125)
(590.625 28.125), (600 37.5)
(581.25 37.5), (590.625 46.875)
(590.625 37.5), (600 46.875)
