(18.75 375), (37.5 393.75)
(9.375 365.625), (18.75 375)
(18.75 356.25), (37.5 375)
(9.375 375), (18.75 384.375)
(9.375 384.375), (18.75 393.75)
(18.75 393.75), (37.5 412.5)
(37.5 375), (75 412.5)
