(562.5 393.75), (581.25 412.5)
(525 375), (562.5 412.5)
(562.5 375), (581.25 393.75)
(581.25 393.75), (590.625 403.125)
(581.25 403.125), (590.625 412.5)
(571.875 412.5), (581.25 421.875)
(581.25 412.5), (590.625 421.875)
