(93.75 9.375), (103.125 18.75)
(84.375 0), (93.75 9.375)
(84.375 9.375), (93.75 18.75)
(93.75 0), (103.125 9.375)
(103.125 9.375), (112.5 18.75)
(93.75 18.75), (112.5 37.5)
