(18.75 187.5), (37.5 206.25)
(9.375 178.125), (18.75 187.5)
(18.75 168.75), (37.5 187.5)
(9.375 187.5), (18.75 196.875)
(9.375 196.875), (18.75 206.25)
(18.75 206.25), (37.5 225)
(37.5 187.5), (75 225)
