(159.375 581.25), (168.75 590.625)
(150 571.875), (159.375 581.25)
(159.375 571.875), (168.75 581.25)
(150 581.25), (159.375 590.625)
(159.375 590.625), (168.75 600)
(168.75 581.25), (178.125 590.625)
(168.75 590.625), (178.125 600)
