(131.25 318.75), (140.625 328.125)
(112.5 300), (131.25 318.75)
(131.25 309.375), (140.625 318.75)
(112.5 318.75), (131.25 337.5)
(140.625 318.75), (150 328.125)
(131.25 328.125), (140.625 337.5)
(140.625 328.125), (150 337.5)
